team_id,team_url,fifa_version,fifa_update,fifa_update_date,team_name,league_id,league_name,league_level,nationality_id,nationality_name,overall,attack,midfield,defence,coach_id,home_stadium,rival_team,international_prestige,domestic_prestige,transfer_budget_eur,club_worth_eur,starting_xi_average_age,whole_team_average_age,captain,short_free_kick,long_free_kick,left_short_free_kick,right_short_free_kick,penalties,left_corner,right_corner,def_style,def_team_width,def_team_depth,def_defence_pressure,def_defence_aggression,def_defence_width,def_defence_defender_line,off_style,off_build_up_play,off_chance_creation,off_team_width,off_players_in_box,off_corners,off_free_kicks,build_up_play_speed,build_up_play_dribbling,build_up_play_passing,build_up_play_positioning,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,chance_creation_positioning
113007,/team/113007/norway/190039,19,39,2019-02-21,Norway,2136,World Cup Women,,36,Norway,77,74,80,75,37357800,Stadion Europa (Generic Europe 2),113008,4,,,,26.27,25.05,227282,227102,227102,227102,227102,227102,227102,227102,Press After Possession Loss,5,6,58,71,61,Cover,Long Ball,,,5,5,3,3,72,31,68,Free Form,77,31,75,Organised
113258,/team/113258/new-zealand/190039,19,39,2019-02-21,New Zealand,2136,World Cup Women,,198,New Zealand,75,77,74,76,37524489,Arena d'Oro,112998,2,,,,26.64,25.13,233343,233343,233343,233343,233343,233343,233343,233343,Balanced,4,5,46,56,34,Cover,Balanced,,,4,3,3,3,50,42,52,Organised,56,42,34,Organised
113010,/team/113010/mexico/190039,19,39,2019-02-21,Mexico,2136,World Cup Women,,83,Mexico,74,76,75,73,,Estadio Azteca,113009,3,,,,25.0,23.65,227452,227452,227452,227452,227452,227457,227466,227452,Press After Possession Loss,7,7,67,64,64,Cover,Long Ball,,,7,5,3,3,67,44,71,Free Form,71,74,78,Organised
113009,/team/113009/united-states/190038,19,38,2019-02-14,United States,2136,World Cup Women,,95,United States,85,84,86,82,37350129,Lumen Field,113000,10,,,,27.27,27.22,226328,226328,226328,226328,226328,226301,226328,226328,Balanced,3,3,46,45,38,Offside Trap,Possession,,,3,4,3,3,37,51,38,Free Form,32,32,32,Free Form
113004,/team/113004/germany/190038,19,38,2019-02-14,Germany,2136,World Cup Women,,21,Germany,82,84,83,78,35280557,BORUSSIA-PARK,113009,10,,,,25.55,25.0,226308,226308,226308,226308,226308,227734,226308,226308,Press After Possession Loss,5,6,67,61,51,Cover,Possession,,,6,5,3,3,36,35,37,Organised,31,41,41,Organised
113002,/team/113002/england/190038,19,38,2019-02-14,England,2136,World Cup Women,,14,England,81,80,81,82,35280567,Wembley Stadium,113003,6,,,,27.09,27.22,226358,226358,227254,226358,226358,227252,231087,227254,Balanced,5,5,49,49,40,Cover,Possession,,,5,3,3,3,40,54,40,Organised,40,40,40,Organised
113003,/team/113003/france/190038,19,38,2019-02-14,France,2136,World Cup Women,,18,France,81,78,81,82,464820,Parc des Princes,113002,7,,,,27.18,25.61,227318,227331,227318,227331,227331,227331,227331,227350,Press After Possession Loss,5,6,59,79,39,Cover,Possession,,,6,5,3,3,39,53,39,Organised,39,59,59,Organised
113011,/team/113011/netherlands/190038,19,38,2019-02-14,Netherlands,2136,World Cup Women,,34,Netherlands,81,82,83,79,455803,Johan Cruijff ArenA,113004,8,,,,25.73,24.74,233854,233747,233747,233747,233747,233747,233747,233747,Press After Possession Loss,5,6,59,76,36,Cover,Long Ball,,,5,6,3,3,71,56,73,Organised,71,66,76,Organised
112998,/team/112998/australia/190038,19,38,2019-02-14,Australia,2136,World Cup Women,,195,Australia,80,81,82,77,37303727,Eastpoint Arena (Football Ground),113002,5,,,,25.45,25.57,227118,227112,227112,227112,227112,227117,227112,227112,Balanced,7,5,45,45,52,Cover,Balanced,,,7,3,3,3,51,38,50,Organised,45,38,52,Free Form
113008,/team/113008/sweden/190038,19,38,2019-02-14,Sweden,2136,World Cup Women,,46,Sweden,80,80,81,77,35279752,Stadion Neder,113007,8,,,,28.27,26.83,226975,226968,226968,226968,226968,226987,226987,226987,Pressure On Heavy Touch,6,5,74,53,33,Cover,Balanced,,,6,3,3,3,51,43,49,Organised,35,43,41,Organised
112999,/team/112999/brazil/190038,19,38,2019-02-14,Brazil,2136,World Cup Women,,54,Brazil,79,81,79,79,37469773,O Dromo,113009,8,,,,28.55,29.13,245205,245205,245205,245205,245205,245205,245205,245205,Balanced,5,5,43,35,53,Cover,Balanced,,,5,4,3,3,50,67,51,Organised,35,57,53,Organised
113000,/team/113000/canada/190038,19,38,2019-02-14,Canada,2136,World Cup Women,,70,Canada,79,81,78,76,37428117,BC Place Stadium,113009,7,,,,27.0,26.3,226359,227405,227405,227405,227405,226359,227405,227405,Balanced,7,5,47,47,65,Cover,Balanced,,,7,3,3,3,52,39,53,Organised,67,39,65,Organised
113012,/team/113012/spain/190038,19,38,2019-02-14,Spain,2136,World Cup Women,,45,Spain,78,79,78,77,35279765,Wanda Metropolitano,113005,4,,,,25.36,24.87,227191,227203,227203,227203,227203,227192,227203,227195,Pressure On Heavy Touch,5,6,76,55,55,Cover,Balanced,,,7,3,3,3,53,45,53,Free Form,39,45,55,Organised
113005,/team/113005/italy/190038,19,38,2019-02-14,Italy,2136,World Cup Women,,27,Italy,77,78,77,78,35279755,Stadio Olimpico,113003,4,,,,25.64,25.83,227098,245443,245443,245443,245443,227072,245443,245443,Balanced,3,3,49,49,52,Offside Trap,Long Ball,,,3,3,3,3,73,80,71,Organised,79,60,62,Free Form
113007,/team/113007/norway/190038,19,38,2019-02-14,Norway,2136,World Cup Women,,36,Norway,77,74,82,74,37357800,Stadion Europa (Generic Europe 2),113008,4,,,,26.45,24.83,227282,227102,227102,227102,227102,227102,227102,227102,Press After Possession Loss,5,6,58,71,61,Cover,Long Ball,,,5,5,3,3,72,31,68,Free Form,77,31,75,Organised
113258,/team/113258/new-zealand/190038,19,38,2019-02-14,New Zealand,2136,World Cup Women,,198,New Zealand,76,77,74,77,37524489,Arena d'Oro,112998,2,,,,26.64,25.13,233343,233343,233343,233343,233343,233343,233343,233343,Balanced,4,5,46,56,34,Cover,Balanced,,,4,3,3,3,50,42,52,Organised,56,42,34,Organised
113010,/team/113010/mexico/190038,19,38,2019-02-14,Mexico,2136,World Cup Women,,83,Mexico,74,76,75,73,,Estadio Azteca,113009,3,,,,24.36,24.78,227452,227452,227452,227452,227452,227457,227466,227452,Press After Possession Loss,7,7,67,64,64,Cover,Long Ball,,,7,5,3,3,67,44,71,Free Form,71,74,78,Organised
113009,/team/113009/united-states/190037,19,37,2019-02-11,United States,2136,World Cup Women,,95,United States,85,88,85,82,37350129,Lumen Field,113000,10,,,,27.27,27.87,226328,226328,226328,226328,226328,226301,226328,226328,Balanced,3,3,46,45,38,Offside Trap,Possession,,,3,4,3,3,37,51,38,Free Form,32,32,32,Free Form
113004,/team/113004/germany/190037,19,37,2019-02-11,Germany,2136,World Cup Women,,21,Germany,82,84,83,78,35280557,BORUSSIA-PARK,113009,10,,,,25.55,25.0,226308,226308,226308,226308,226308,227734,226308,226308,Press After Possession Loss,5,6,67,61,51,Cover,Possession,,,6,5,3,3,36,35,37,Organised,31,41,41,Organised
113002,/team/113002/england/190037,19,37,2019-02-11,England,2136,World Cup Women,,14,England,81,80,81,82,35280567,Wembley Stadium,113003,6,,,,27.09,27.22,226358,226358,227254,226358,226358,227252,231087,227254,Balanced,5,5,49,49,40,Cover,Possession,,,5,3,3,3,40,54,40,Organised,40,40,40,Organised
113003,/team/113003/france/190037,19,37,2019-02-11,France,2136,World Cup Women,,18,France,81,77,81,82,464820,Parc des Princes,113002,7,,,,27.18,25.61,227318,227331,227318,227331,227331,227331,227331,227350,Press After Possession Loss,5,6,59,79,39,Cover,Possession,,,6,5,3,3,39,53,39,Organised,39,59,59,Organised
113011,/team/113011/netherlands/190037,19,37,2019-02-11,Netherlands,2136,World Cup Women,,34,Netherlands,81,82,82,79,455803,Johan Cruijff ArenA,113004,8,,,,25.73,24.74,233854,233747,233747,233747,233747,233747,233747,233747,Press After Possession Loss,5,6,59,76,36,Cover,Long Ball,,,5,6,3,3,71,56,73,Organised,71,66,76,Organised
112998,/team/112998/australia/190037,19,37,2019-02-11,Australia,2136,World Cup Women,,195,Australia,80,81,82,77,37303727,Eastpoint Arena (Football Ground),113002,5,,,,25.45,25.57,227118,227112,227112,227112,227112,227117,227112,227112,Balanced,7,5,45,45,52,Cover,Balanced,,,7,3,3,3,51,38,50,Organised,45,38,52,Free Form
113008,/team/113008/sweden/190037,19,37,2019-02-11,Sweden,2136,World Cup Women,,46,Sweden,80,81,81,77,35279752,Stadion Neder,113007,8,,,,28.27,26.83,226975,226968,226968,226968,226968,226987,226987,226987,Pressure On Heavy Touch,6,5,74,53,33,Cover,Balanced,,,6,3,3,3,51,43,49,Organised,35,43,41,Organised
112999,/team/112999/brazil/190037,19,37,2019-02-11,Brazil,2136,World Cup Women,,54,Brazil,79,81,79,79,37469773,O Dromo,113009,8,,,,28.55,29.13,245205,245205,245205,245205,245205,245205,245205,245205,Balanced,5,5,43,35,53,Cover,Balanced,,,5,4,3,3,50,67,51,Organised,35,57,53,Organised
113000,/team/113000/canada/190037,19,37,2019-02-11,Canada,2136,World Cup Women,,70,Canada,79,78,81,76,37428117,BC Place Stadium,113009,7,,,,27.0,26.3,226359,227405,227405,227405,227405,226359,227405,227405,Balanced,7,5,47,47,65,Cover,Balanced,,,7,3,3,3,52,39,53,Organised,67,39,65,Organised
113012,/team/113012/spain/190037,19,37,2019-02-11,Spain,2136,World Cup Women,,45,Spain,78,79,78,77,35279765,Wanda Metropolitano,113005,4,,,,25.36,24.87,227191,227203,227203,227203,227203,227192,227203,227195,Pressure On Heavy Touch,5,6,76,55,55,Cover,Balanced,,,7,3,3,3,53,45,53,Free Form,39,45,55,Organised
113005,/team/113005/italy/190037,19,37,2019-02-11,Italy,2136,World Cup Women,,27,Italy,77,78,77,78,35279755,Stadio Olimpico,113003,4,,,,25.64,25.83,227098,245443,245443,245443,245443,227072,245443,245443,Balanced,3,3,49,49,52,Offside Trap,Long Ball,,,3,3,3,3,73,80,71,Organised,79,60,62,Free Form
113007,/team/113007/norway/190037,19,37,2019-02-11,Norway,2136,World Cup Women,,36,Norway,77,74,82,74,37357800,Stadion Europa (Generic Europe 2),113008,4,,,,26.45,24.83,227282,227102,227102,227102,227102,227102,227102,227102,Press After Possession Loss,5,6,58,71,61,Cover,Long Ball,,,5,5,3,3,72,31,68,Free Form,77,31,75,Organised
113258,/team/113258/new-zealand/190037,19,37,2019-02-11,New Zealand,2136,World Cup Women,,198,New Zealand,76,78,74,77,37524489,Arena d'Oro,112998,2,,,,26.64,25.13,233343,233343,233343,233343,233343,233343,233343,233343,Balanced,4,5,46,56,34,Cover,Balanced,,,4,3,3,3,50,42,52,Organised,56,42,34,Organised
113010,/team/113010/mexico/190037,19,37,2019-02-11,Mexico,2136,World Cup Women,,83,Mexico,74,76,75,73,,Estadio Azteca,113009,3,,,,24.36,24.78,227452,227452,227452,227452,227452,227457,227466,227452,Press After Possession Loss,7,7,67,64,64,Cover,Long Ball,,,7,5,3,3,67,44,71,Free Form,71,74,78,Organised
113009,/team/113009/united-states/190036,19,36,2019-02-07,United States,2136,World Cup Women,,95,United States,85,88,85,82,37350129,Lumen Field,113000,10,,,,27.27,27.87,226328,226328,226328,226328,226328,226301,226328,226328,Balanced,3,3,46,45,38,Offside Trap,Possession,,,3,4,3,3,37,51,38,Free Form,32,32,32,Free Form
113004,/team/113004/germany/190036,19,36,2019-02-07,Germany,2136,World Cup Women,,21,Germany,82,84,83,78,35280557,BORUSSIA-PARK,113009,10,,,,25.55,25.0,226308,226308,226308,226308,226308,227734,226308,226308,Press After Possession Loss,5,6,67,61,51,Cover,Possession,,,6,5,3,3,36,35,37,Organised,31,41,41,Organised
113002,/team/113002/england/190036,19,36,2019-02-07,England,2136,World Cup Women,,14,England,81,80,81,82,35280567,Wembley Stadium,113003,6,,,,27.09,27.22,226358,226358,227254,226358,226358,227252,231087,227254,Balanced,5,5,49,49,40,Cover,Possession,,,5,3,3,3,40,54,40,Organised,40,40,40,Organised
113003,/team/113003/france/190036,19,36,2019-02-07,France,2136,World Cup Women,,18,France,81,77,81,82,464820,Parc des Princes,113002,7,,,,27.18,25.61,227318,227331,227318,227331,227331,227331,227331,227350,Press After Possession Loss,5,6,59,79,39,Cover,Possession,,,6,5,3,3,39,53,39,Organised,39,59,59,Organised
113011,/team/113011/netherlands/190036,19,36,2019-02-07,Netherlands,2136,World Cup Women,,34,Netherlands,81,82,82,79,455803,Johan Cruijff ArenA,113004,8,,,,25.73,24.74,233854,233747,233747,233747,233747,233747,233747,233747,Press After Possession Loss,5,6,59,76,36,Cover,Long Ball,,,5,6,3,3,71,56,73,Organised,71,66,76,Organised
112998,/team/112998/australia/190036,19,36,2019-02-07,Australia,2136,World Cup Women,,195,Australia,80,81,82,77,37303727,Eastpoint Arena (Football Ground),113002,5,,,,25.45,25.57,227118,227112,227112,227112,227112,227117,227112,227112,Balanced,7,5,45,45,52,Cover,Balanced,,,7,3,3,3,51,38,50,Organised,45,38,52,Free Form
113008,/team/113008/sweden/190036,19,36,2019-02-07,Sweden,2136,World Cup Women,,46,Sweden,80,81,81,77,35279752,Stadion Neder,113007,8,,,,28.27,26.83,226975,226968,226968,226968,226968,226987,226987,226987,Pressure On Heavy Touch,6,5,74,53,33,Cover,Balanced,,,6,3,3,3,51,43,49,Organised,35,43,41,Organised
112999,/team/112999/brazil/190036,19,36,2019-02-07,Brazil,2136,World Cup Women,,54,Brazil,79,81,79,79,37469773,O Dromo,113009,8,,,,28.55,29.13,245205,245205,245205,245205,245205,245205,245205,245205,Balanced,5,5,43,35,53,Cover,Balanced,,,5,4,3,3,50,67,51,Organised,35,57,53,Organised
113000,/team/113000/canada/190036,19,36,2019-02-07,Canada,2136,World Cup Women,,70,Canada,79,78,81,76,37428117,BC Place Stadium,113009,7,,,,27.0,26.3,226359,227405,227405,227405,227405,226359,227405,227405,Balanced,7,5,47,47,65,Cover,Balanced,,,7,3,3,3,52,39,53,Organised,67,39,65,Organised
113012,/team/113012/spain/190036,19,36,2019-02-07,Spain,2136,World Cup Women,,45,Spain,78,79,78,77,35279765,Wanda Metropolitano,113005,4,,,,25.36,24.87,227191,227203,227203,227203,227203,227192,227203,227195,Pressure On Heavy Touch,5,6,76,55,55,Cover,Balanced,,,7,3,3,3,53,45,53,Free Form,39,45,55,Organised
113005,/team/113005/italy/190036,19,36,2019-02-07,Italy,2136,World Cup Women,,27,Italy,77,78,77,78,35279755,Stadio Olimpico,113003,4,,,,25.64,25.83,227098,245443,245443,245443,245443,227072,245443,245443,Balanced,3,3,49,49,52,Offside Trap,Long Ball,,,3,3,3,3,73,80,71,Organised,79,60,62,Free Form
113007,/team/113007/norway/190036,19,36,2019-02-07,Norway,2136,World Cup Women,,36,Norway,77,74,82,74,37357800,Stadion Europa (Generic Europe 2),113008,4,,,,26.45,24.83,227282,227102,227102,227102,227102,227102,227102,227102,Press After Possession Loss,5,6,58,71,61,Cover,Long Ball,,,5,5,3,3,72,31,68,Free Form,77,31,75,Organised
113258,/team/113258/new-zealand/190036,19,36,2019-02-07,New Zealand,2136,World Cup Women,,198,New Zealand,76,78,74,77,37524489,Arena d'Oro,112998,2,,,,26.64,25.13,233343,233343,233343,233343,233343,233343,233343,233343,Balanced,4,5,46,56,34,Cover,Balanced,,,4,3,3,3,50,42,52,Organised,56,42,34,Organised
113010,/team/113010/mexico/190036,19,36,2019-02-07,Mexico,2136,World Cup Women,,83,Mexico,74,76,75,73,,Estadio Azteca,113009,3,,,,24.36,24.78,227452,227452,227452,227452,227452,227457,227466,227452,Press After Possession Loss,7,7,67,64,64,Cover,Long Ball,,,7,5,3,3,67,44,71,Free Form,71,74,78,Organised
113009,/team/113009/united-states/190035,19,35,2019-02-04,United States,2136,World Cup Women,,95,United States,85,84,85,83,37350129,Lumen Field,113000,10,,,,27.73,27.87,226328,226328,226328,226328,226328,226301,226328,226328,Balanced,3,3,46,45,38,Offside Trap,Possession,,,3,4,3,3,37,51,38,Free Form,32,32,32,Free Form
113004,/team/113004/germany/190035,19,35,2019-02-04,Germany,2136,World Cup Women,,21,Germany,82,84,83,78,35280557,BORUSSIA-PARK,113009,10,,,,25.55,25.0,226308,226308,226308,226308,226308,227734,226308,226308,Press After Possession Loss,5,6,67,61,51,Cover,Possession,,,6,5,3,3,36,35,37,Organised,31,41,41,Organised
113002,/team/113002/england/190035,19,35,2019-02-04,England,2136,World Cup Women,,14,England,81,80,81,82,35280567,Wembley Stadium,113003,6,,,,27.09,27.22,226358,226358,227254,226358,226358,227252,231087,227254,Balanced,5,5,49,49,40,Cover,Possession,,,5,3,3,3,40,54,40,Organised,40,40,40,Organised
113003,/team/113003/france/190035,19,35,2019-02-04,France,2136,World Cup Women,,18,France,81,77,81,82,464820,Parc des Princes,113002,7,,,,27.18,25.61,227318,227331,227318,227331,227331,227331,227331,227350,Pressure On Heavy Touch,5,6,75,59,39,Cover,Possession,,,6,5,3,3,39,53,39,Organised,39,59,59,Organised
113011,/team/113011/netherlands/190035,19,35,2019-02-04,Netherlands,2136,World Cup Women,,34,Netherlands,81,82,82,79,455803,Johan Cruijff ArenA,113004,8,,,,25.73,24.74,233854,233747,233747,233747,233747,233747,233747,233747,Press After Possession Loss,5,6,59,76,36,Cover,Long Ball,,,5,6,3,3,71,56,73,Organised,71,66,76,Organised
112998,/team/112998/australia/190035,19,35,2019-02-04,Australia,2136,World Cup Women,,195,Australia,80,81,82,77,37303727,Eastpoint Arena (Football Ground),113002,5,,,,25.45,25.57,227118,227112,227112,227112,227112,227117,227112,227112,Balanced,7,5,45,45,52,Cover,Balanced,,,7,3,3,3,51,38,50,Organised,45,38,52,Free Form
113008,/team/113008/sweden/190035,19,35,2019-02-04,Sweden,2136,World Cup Women,,46,Sweden,80,80,81,78,35279752,Stadion Neder,113007,8,,,,28.0,26.83,226975,226968,226968,226968,226968,226987,226987,226987,Pressure On Heavy Touch,6,5,74,53,33,Cover,Balanced,,,6,3,3,3,51,43,49,Organised,35,43,41,Organised
112999,/team/112999/brazil/190035,19,35,2019-02-04,Brazil,2136,World Cup Women,,54,Brazil,79,81,79,79,37469773,O Dromo,113009,8,,,,28.55,29.13,245205,245205,245205,245205,245205,245205,245205,245205,Balanced,5,5,43,35,53,Cover,Balanced,,,5,4,3,3,50,67,51,Organised,35,57,53,Organised
113000,/team/113000/canada/190035,19,35,2019-02-04,Canada,2136,World Cup Women,,70,Canada,79,78,81,76,37428117,BC Place Stadium,113009,7,,,,27.0,26.3,226359,227405,227405,227405,227405,226359,227405,227405,Balanced,7,5,47,47,65,Cover,Balanced,,,7,3,3,3,52,39,53,Organised,67,39,65,Organised
113012,/team/113012/spain/190035,19,35,2019-02-04,Spain,2136,World Cup Women,,45,Spain,78,79,78,77,35279765,Wanda Metropolitano,113005,4,,,,25.36,24.87,227191,227203,227203,227203,227203,227192,227203,227195,Pressure On Heavy Touch,5,6,76,55,55,Cover,Balanced,,,7,3,3,3,53,45,53,Free Form,39,45,55,Organised
113005,/team/113005/italy/190035,19,35,2019-02-04,Italy,2136,World Cup Women,,27,Italy,77,78,77,78,35279755,Stadio Olimpico,113003,4,,,,25.64,25.83,227098,245443,245443,245443,245443,227072,245443,245443,Balanced,3,3,49,49,52,Offside Trap,Long Ball,,,3,3,3,3,73,80,71,Organised,79,60,62,Free Form
113007,/team/113007/norway/190035,19,35,2019-02-04,Norway,2136,World Cup Women,,36,Norway,77,74,77,78,37357800,Stadion Europa (Generic Europe 2),113008,4,,,,25.73,24.83,227282,227282,227282,227282,227282,227102,227282,227282,Press After Possession Loss,5,6,58,71,61,Cover,Long Ball,,,5,5,3,3,72,31,68,Free Form,77,31,75,Organised
113258,/team/113258/new-zealand/190035,19,35,2019-02-04,New Zealand,2136,World Cup Women,,198,New Zealand,76,78,74,77,37524489,Arena d'Oro,112998,2,,,,26.64,25.13,233343,233343,233343,233343,233343,233343,233343,233343,Balanced,4,5,46,56,34,Cover,Balanced,,,4,3,3,3,50,42,52,Organised,56,42,34,Organised
113010,/team/113010/mexico/190035,19,35,2019-02-04,Mexico,2136,World Cup Women,,83,Mexico,74,76,75,73,,Estadio Azteca,113009,3,,,,24.36,24.78,227452,227452,227452,227452,227452,227457,227466,227452,Press After Possession Loss,7,7,67,64,64,Cover,Long Ball,,,7,5,3,3,67,44,71,Free Form,71,74,78,Organised
113009,/team/113009/united-states/190034,19,34,2019-01-31,United States,2136,World Cup Women,,95,United States,85,84,85,83,37350129,Lumen Field,113000,10,,,,27.73,27.87,226328,226328,226328,226328,226328,226301,226328,226328,Balanced,3,3,46,45,38,Offside Trap,Possession,,,3,4,3,3,37,51,38,Free Form,32,32,32,Free Form
113004,/team/113004/germany/190034,19,34,2019-01-31,Germany,2136,World Cup Women,,21,Germany,82,84,83,78,35280557,BORUSSIA-PARK,113009,10,,,,25.55,25.0,226308,226308,226308,226308,226308,227734,226308,226308,Press After Possession Loss,5,6,67,61,51,Cover,Possession,,,6,5,3,3,36,35,37,Organised,31,41,41,Organised
113002,/team/113002/england/190034,19,34,2019-01-31,England,2136,World Cup Women,,14,England,81,80,81,82,35280567,Wembley Stadium,113003,6,,,,27.09,27.22,226358,226358,227254,226358,226358,227252,231087,227254,Balanced,5,5,49,49,40,Cover,Possession,,,5,3,3,3,40,54,40,Organised,40,40,40,Organised
113003,/team/113003/france/190034,19,34,2019-01-31,France,2136,World Cup Women,,18,France,81,77,81,82,464820,Parc des Princes,113002,7,,,,27.18,25.61,227318,227331,227318,227331,227331,227331,227331,227350,Pressure On Heavy Touch,5,6,75,59,39,Cover,Possession,,,6,5,3,3,39,53,39,Organised,39,59,59,Organised
113011,/team/113011/netherlands/190034,19,34,2019-01-31,Netherlands,2136,World Cup Women,,34,Netherlands,81,82,82,79,455803,Johan Cruijff ArenA,113004,8,,,,25.73,24.74,233854,233747,233747,233747,233747,233747,233747,233747,Press After Possession Loss,5,6,59,76,36,Cover,Long Ball,,,5,6,3,3,71,56,73,Organised,71,66,76,Organised
112998,/team/112998/australia/190034,19,34,2019-01-31,Australia,2136,World Cup Women,,195,Australia,80,81,82,77,37303727,Eastpoint Arena (Football Ground),113002,5,,,,25.45,25.57,227118,227112,227112,227112,227112,227117,227112,227112,Balanced,7,5,45,45,52,Cover,Balanced,,,7,3,3,3,51,38,50,Organised,45,38,52,Free Form
113008,/team/113008/sweden/190034,19,34,2019-01-31,Sweden,2136,World Cup Women,,46,Sweden,80,80,81,78,35279752,Stadion Neder,113007,8,,,,28.0,26.83,226975,226968,226968,226968,226968,226987,226987,226987,Pressure On Heavy Touch,6,5,74,53,33,Cover,Balanced,,,6,3,3,3,51,43,49,Organised,35,43,41,Organised
112999,/team/112999/brazil/190034,19,34,2019-01-31,Brazil,2136,World Cup Women,,54,Brazil,79,81,79,79,37469773,O Dromo,113009,8,,,,28.55,29.13,245205,245205,245205,245205,245205,245205,245205,245205,Balanced,5,5,43,35,53,Cover,Balanced,,,5,4,3,3,50,67,51,Organised,35,57,53,Organised
113000,/team/113000/canada/190034,19,34,2019-01-31,Canada,2136,World Cup Women,,70,Canada,79,78,81,76,37428117,BC Place Stadium,113009,7,,,,27.0,26.3,226359,227405,227405,227405,227405,226359,227405,227405,Balanced,7,5,47,47,65,Cover,Balanced,,,7,3,3,3,52,39,53,Organised,67,39,65,Organised
113012,/team/113012/spain/190034,19,34,2019-01-31,Spain,2136,World Cup Women,,45,Spain,78,79,78,77,35279765,Wanda Metropolitano,113005,4,,,,25.36,24.87,227191,227203,227203,227203,227203,227192,227203,227195,Pressure On Heavy Touch,5,6,76,55,55,Cover,Balanced,,,7,3,3,3,53,45,53,Free Form,39,45,55,Organised
113005,/team/113005/italy/190034,19,34,2019-01-31,Italy,2136,World Cup Women,,27,Italy,77,78,77,78,35279755,Stadio Olimpico,113003,4,,,,25.64,25.83,227098,245443,245443,245443,245443,227072,245443,245443,Balanced,3,3,49,49,52,Offside Trap,Long Ball,,,3,3,3,3,73,80,71,Organised,79,60,62,Free Form
113007,/team/113007/norway/190034,19,34,2019-01-31,Norway,2136,World Cup Women,,36,Norway,77,74,77,78,37357800,Stadion Europa (Generic Europe 2),113008,4,,,,25.73,24.83,227282,227282,227282,227282,227282,227102,227282,227282,Press After Possession Loss,5,6,58,71,61,Cover,Long Ball,,,5,5,3,3,72,31,68,Free Form,77,31,75,Organised
113258,/team/113258/new-zealand/190034,19,34,2019-01-31,New Zealand,2136,World Cup Women,,198,New Zealand,76,78,74,77,37524489,Arena d'Oro,112998,2,,,,26.64,25.13,233343,233343,233343,233343,233343,233343,233343,233343,Balanced,4,5,46,56,34,Cover,Balanced,,,4,3,3,3,50,42,52,Organised,56,42,34,Organised
113010,/team/113010/mexico/190034,19,34,2019-01-31,Mexico,2136,World Cup Women,,83,Mexico,74,76,75,73,,Estadio Azteca,113009,3,,,,24.36,24.78,227452,227452,227452,227452,227452,227457,227466,227452,Press After Possession Loss,7,7,67,64,64,Cover,Long Ball,,,7,5,3,3,67,44,71,Free Form,71,74,78,Organised
113009,/team/113009/united-states/190033,19,33,2019-01-28,United States,2136,World Cup Women,,95,United States,85,84,85,83,37350129,Lumen Field,113000,10,,,,27.73,27.87,226301,226328,226328,226328,226328,226301,226328,226328,Balanced,3,3,46,45,38,Offside Trap,Possession,,,3,4,3,3,37,51,38,Free Form,32,32,32,Free Form
113004,/team/113004/germany/190033,19,33,2019-01-28,Germany,2136,World Cup Women,,21,Germany,82,84,83,78,35280557,BORUSSIA-PARK,113009,10,,,,25.55,25.0,226308,226308,226308,226308,226308,227734,226308,226308,Press After Possession Loss,5,6,67,61,51,Cover,Possession,,,6,5,3,3,36,35,37,Organised,31,41,41,Organised
113002,/team/113002/england/190033,19,33,2019-01-28,England,2136,World Cup Women,,14,England,81,80,81,82,35280567,Wembley Stadium,113003,6,,,,27.09,27.22,226358,226358,227254,226358,226358,227252,231087,227254,Balanced,5,5,49,49,40,Cover,Possession,,,5,3,3,3,40,54,40,Organised,40,40,40,Organised
113003,/team/113003/france/190033,19,33,2019-01-28,France,2136,World Cup Women,,18,France,81,77,81,82,464820,Parc des Princes,113002,7,,,,27.18,25.61,227318,227331,227318,227331,227331,227331,227331,227350,Pressure On Heavy Touch,5,6,75,59,39,Cover,Possession,,,6,5,3,3,39,53,39,Organised,39,59,59,Organised
113011,/team/113011/netherlands/190033,19,33,2019-01-28,Netherlands,2136,World Cup Women,,34,Netherlands,81,82,82,79,455803,Johan Cruijff ArenA,113004,8,,,,25.73,24.74,233854,233747,233747,233747,233747,233747,233747,233747,Press After Possession Loss,5,6,59,76,36,Cover,Long Ball,,,5,6,3,3,71,56,73,Organised,71,66,76,Organised
112998,/team/112998/australia/190033,19,33,2019-01-28,Australia,2136,World Cup Women,,195,Australia,80,81,82,77,37303727,Eastpoint Arena (Football Ground),113002,5,,,,25.45,25.57,227118,227112,227112,227112,227112,227117,227112,227112,Balanced,7,5,45,45,52,Cover,Balanced,,,7,3,3,3,51,38,50,Organised,45,38,52,Free Form
113008,/team/113008/sweden/190033,19,33,2019-01-28,Sweden,2136,World Cup Women,,46,Sweden,80,80,81,78,35279752,Stadion Neder,113007,8,,,,28.0,26.83,226975,226968,226968,226968,226968,226987,226987,226987,Pressure On Heavy Touch,6,5,74,53,33,Cover,Balanced,,,6,3,3,3,51,43,49,Organised,35,43,41,Organised
112999,/team/112999/brazil/190033,19,33,2019-01-28,Brazil,2136,World Cup Women,,54,Brazil,79,81,79,79,37469773,O Dromo,113009,8,,,,28.55,29.13,245205,245205,245205,245205,245205,245205,245205,245205,Balanced,5,5,43,35,53,Cover,Balanced,,,5,4,3,3,50,67,51,Organised,35,57,53,Organised
