player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
236641,/player/236641/abby-dahlkemper/210002,21,2,2020-09-23,A. Dahlkemper,Abigail Lynn Dahlkemper,CB,81,84,,,27,1993-05-13,170,54,,,,,,,,,,,95,United States,113009,RCB,7,Right,3,2,3,Medium/High,Normal (170-),No,,,,71,49,74,68,83,81,73,46,76,77,38,68,54,57,81,64,68,74,56,86,90,53,76,86,79,46,79,85,69,73,70,74,85,83,80,10,9,14,14,14,,65+3,65+3,65+3,67,67,67,67,67,69+3,69+3,69+3,71+3,74+3,74+3,74+3,71+3,79+3,80+3,80+3,80+3,79+3,79+3,81+3,81+3,81+3,79+3,20+3,https://cdn.sofifa.net/players/236/641/21_120.png
238257,/player/238257/millie-bright/210002,21,2,2020-09-23,M. Bright,Millie Bright,CB,81,84,,,26,1993-08-21,175,76,,,,,,,,,,,14,England,113002,LCB,6,Right,4,2,2,Medium/High,Stocky (170-185),No,,#Strength,Long Passer (AI),57,46,62,61,82,86,50,45,88,74,35,59,30,45,70,69,51,61,44,77,58,55,71,75,94,38,81,78,38,60,65,76,80,84,80,11,12,12,8,16,,60+2,60+2,60+2,57,59,59,59,57,60+2,60+2,60+2,61+2,67+2,67+2,67+2,61+2,71+2,77+2,77+2,77+2,71+2,73+2,81+2,81+2,81+2,73+2,19+2,https://cdn.sofifa.net/players/238/257/21_120.png
244302,/player/244302/lea-schuller/210002,21,2,2020-09-23,L. Schüller,Lea Schüller,ST,81,87,,,22,1997-11-12,173,62,,,,,,,,,,,21,Germany,113004,SUB,7,Right,3,3,2,Medium/Medium,Lean (170-185),No,,#Poacher,,87,81,67,79,32,67,61,86,77,72,69,78,78,60,59,80,86,87,78,80,75,79,69,73,69,75,53,31,86,68,76,74,24,26,27,16,13,14,11,9,,81+2,81+2,81+2,78,80,80,80,78,77+2,77+2,77+2,76+2,69+2,69+2,69+2,76+2,57+2,53+2,53+2,53+2,57+2,54+2,47+2,47+2,47+2,54+2,20+2,https://cdn.sofifa.net/players/244/302/21_120.png
245177,/player/245177/leticia-lia-medeiros-resende/210002,21,2,2020-09-23,Letinha Lia,Letícia Lia Medeiros Resende,LB,81,81,,,36,1984-02-29,170,66,,,,,,,,,,,54,Brazil,112999,LB,4,Left,3,4,1,High/Low,Normal (170-),No,,,,81,52,70,81,77,74,83,42,59,78,70,83,83,40,72,79,84,78,77,79,75,63,63,88,68,58,75,78,72,48,38,80,79,78,81,14,13,15,8,14,,67+2,67+2,67+2,73,70,70,70,73,71+2,71+2,71+2,75+2,73+2,73+2,73+2,75+2,81,77+2,77+2,77+2,81,79+2,75+2,75+2,75+2,79+2,20+2,https://cdn.sofifa.net/players/245/177/21_120.png
245194,/player/245194/iris-isabella-orsi-da-silva/210002,21,2,2020-09-23,Isinha Macapá,Íris Isabella Orsi da Silva,RM,81,81,,,32,1988-02-29,164,57,,,,,,,,,,,54,Brazil,112999,RM,19,Left,5,4,1,High/Medium,Normal (170-),No,,#Acrobat,,89,55,79,81,29,58,85,49,57,78,48,78,85,53,80,80,90,88,90,83,90,64,60,84,44,48,60,40,86,78,78,84,17,27,21,10,11,5,6,8,,69+2,69+2,69+2,78,75,75,75,78,77+2,77+2,77+2,80+1,74+2,74+2,74+2,80+1,62+2,57+2,57+2,57+2,62+2,57+2,43+2,43+2,43+2,57+2,17+2,https://cdn.sofifa.net/players/245/194/21_120.png
245199,/player/245199/rebeca-lia-saudera-peixoto/210002,21,2,2020-09-23,Becky Saudera,Rebeca Lia Saudera Peixoto,CDM,81,81,,,28,1992-02-29,170,65,,,,,,,,,,,54,Brazil,112999,SUB,14,Right,2,3,1,Low/High,Normal (170-),No,,,,66,66,72,69,78,80,56,54,48,83,66,66,58,57,81,71,64,67,68,80,71,80,84,86,72,77,89,84,64,68,66,81,80,82,79,15,10,12,13,5,,66+2,66+2,66+2,67,69,69,69,67,71+2,71+2,71+2,69+2,76+2,76+2,76+2,69+2,76+2,80+1,80+1,80+1,76+2,75+2,77+2,77+2,77+2,75+2,18+2,https://cdn.sofifa.net/players/245/199/21_120.png
245824,/player/245824/ayaka-yamashita/210002,21,2,2020-09-23,A. Yamashita,山下 杏也加,GK,81,85,,,24,1995-09-29,170,64,,,,,,,,,,,163,Japan,113006,GK,18,Left,4,1,2,Medium/Medium,Normal (170-),No,,,Cautious With Crosses,,,,,,,20,8,8,12,6,13,11,25,18,22,15,20,48,77,68,59,73,41,70,7,18,11,10,69,22,22,12,10,12,78,80,78,80,83,18,25+2,25+2,25+2,23,26,26,26,23,27+2,27+2,27+2,25+2,28+2,28+2,28+2,25+2,22+2,24+2,24+2,24+2,22+2,21+2,23+2,23+2,23+2,21+2,80+2,https://cdn.sofifa.net/players/245/824/21_120.png
246272,/player/246272/marie-katoto/210002,21,2,2020-09-23,M. Katoto,Marie-Antoinette Oda Katoto,ST,81,93,,,21,1998-11-01,176,66,,,,,,,,,,,18,France,113003,SUB,12,Right,4,4,2,High/Low,Normal (170-185),No,,,Technical Dribbler (AI),84,82,66,80,19,60,69,86,81,79,80,81,71,52,43,82,85,84,79,75,73,81,67,59,74,79,26,11,80,62,74,70,15,10,15,14,12,11,14,8,,81+2,81+2,81+2,79,80,80,80,79,77+2,77+2,77+2,76+2,65+2,65+2,65+2,76+2,51+2,44+2,44+2,44+2,51+2,47+2,39+2,39+2,39+2,47+2,19+2,https://cdn.sofifa.net/players/246/272/21_120.png
248717,/player/248717/lena-oberdorf/210002,21,2,2020-09-23,L. Oberdorf,Lena Sophie Oberdorf,"CB, CDM",81,92,,,18,2001-12-19,174,55,,,,,,,,,,,21,Germany,113004,LCB,6,Right,3,3,1,Medium/Medium,Stocky (170-185),No,,,Dives Into Tackles (AI),70,70,74,77,81,81,61,75,77,82,57,75,59,55,79,80,72,69,71,83,78,77,78,80,82,60,79,81,75,76,53,79,80,83,81,14,14,9,11,11,,76+2,76+2,76+2,74,76,76,76,74,77+2,77+2,77+2,76+2,79+2,79+2,79+2,76+2,77+2,81+2,81+2,81+2,77+2,78+2,81+2,81+2,81+2,78+2,20+2,https://cdn.sofifa.net/players/248/717/21_120.png
258310,/player/258310/ann-katrin-berger/210002,21,2,2020-09-23,A. Berger,Ann-Katrin Berger,GK,81,82,,,29,1990-10-09,180,69,,,,,,,,,,,21,Germany,113004,SUB,21,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,,,,8,7,15,24,6,11,12,11,20,14,37,49,38,78,32,56,60,29,58,6,19,10,9,39,14,58,9,10,10,84,81,75,77,80,44,26+2,26+2,26+2,23,26,26,26,23,25+2,25+2,25+2,24+2,24+2,24+2,24+2,24+2,22+2,23+2,23+2,23+2,22+2,22+2,22+2,22+2,22+2,22+2,80+2,https://cdn.sofifa.net/players/258/310/21_120.png
226354,/player/226354/melanie-leupolz/210002,21,2,2020-09-23,M. Leupolz,Melanie Leupolz,"CM, RM",80,82,,,26,1994-04-14,173,52,,,,,,,,,,,21,Germany,113004,RDM,18,Right,3,4,3,Medium/High,Normal (170-185),Yes,,,Technical Dribbler (AI),83,76,82,83,68,69,80,79,68,86,75,84,80,70,81,83,84,82,82,81,80,75,59,79,66,69,67,61,79,79,73,77,77,65,62,15,15,11,12,8,,78+3,78+3,78+3,81,81,81,81,81,81+1,81+1,81+1,82,80+2,80+2,80+2,82,76+3,74+3,74+3,74+3,76+3,74+3,69+3,69+3,69+3,74+3,20+3,https://cdn.sofifa.net/players/226/354/21_120.png
227013,/player/227013/fridolina-rolfo/210002,21,2,2020-09-23,F. Rolfö,Fridolina Rolfö,"LW, RW",80,81,,,26,1993-11-24,178,65,,,,,,,,,,,46,Sweden,113008,LW,18,Left,3,4,2,Low/Medium,Normal (170-185),No,,"#Poacher, #Strength, #Complete Forward",Technical Dribbler (AI),64,82,78,83,44,77,79,85,80,79,76,89,74,58,73,86,61,66,55,76,60,81,58,74,91,80,50,24,84,83,77,74,52,41,36,7,11,16,14,9,,81,81,81,80,81,81,81,80,81,81,81,80+1,76+2,76+2,76+2,80+1,61+2,61+2,61+2,61+2,61+2,58+2,56+2,56+2,56+2,58+2,18+2,https://cdn.sofifa.net/players/227/013/21_120.png
227110,/player/227110/caitlin-foord/210002,21,2,2020-09-23,C. Foord,Caitlin Jade Foord,"RW, LW, ST",80,83,,,25,1994-11-11,165,61,,,,,,,,,,,195,Australia,112998,LW,9,Right,3,4,3,High/High,Normal (170-),No,,#Engine,,89,75,70,80,68,66,80,79,45,72,66,78,70,60,61,84,92,87,79,68,88,72,87,94,62,71,37,74,82,66,70,77,65,76,62,12,16,12,12,13,,74+3,74+3,74+3,79,77,77,77,79,76+3,76+3,76+3,79+3,74+3,74+3,74+3,79+3,77+3,70+3,70+3,70+3,77+3,75+3,66+3,66+3,66+3,75+3,19+3,https://cdn.sofifa.net/players/227/110/21_120.png
227264,/player/227264/demi-stokes/210002,21,2,2020-09-23,D. Stokes,Demi Lee Courtney Stokes,LB,80,80,,,28,1991-12-12,158,56,,,,,,,,,,,14,England,113002,SUB,12,Left,3,3,2,High/Medium,Normal (170-),Yes,,#Speedster,,92,39,62,75,77,78,69,30,69,69,29,75,43,49,56,73,94,90,73,77,80,40,73,89,77,56,68,76,44,54,60,73,78,80,73,11,12,16,12,8,,59+2,59+2,59+2,67,63,63,63,67,64+2,64+2,64+2,69+2,66+2,66+2,66+2,69+2,77+2,73+2,73+2,73+2,77+2,78+2,75+2,75+2,75+2,78+2,18+2,https://cdn.sofifa.net/players/227/264/21_120.png
227269,/player/227269/carly-telford/210002,21,2,2020-09-23,C. Telford,Carly Mitchell Telford,GK,80,80,,,32,1987-07-07,174,64,,,,,,,,,,,14,England,113002,SUB,13,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,,,,19,12,17,48,19,16,16,12,40,39,50,42,38,77,60,69,54,38,49,19,20,22,13,18,38,31,28,19,14,71,90,92,78,76,46,34+2,34+2,34+2,31,33,33,33,31,32+2,32+2,32+2,33+2,35+2,35+2,35+2,33+2,33+2,35+2,35+2,35+2,33+2,32+2,30+2,30+2,30+2,32+2,79+1,https://cdn.sofifa.net/players/227/269/21_120.png
227323,/player/227323/guro-reiten/210002,21,2,2020-09-23,G. Reiten,Guro Reiten,"CAM, LM, ST",80,83,,,25,1994-07-26,167,60,,,,,,,,,,,36,Norway,113007,LM,16,Left,4,4,2,High/Medium,Normal (170-),No,,,Finesse Shot,79,78,76,80,44,52,65,82,50,80,42,79,70,70,77,81,80,79,83,74,89,80,62,65,43,79,58,47,78,81,75,75,38,44,54,16,16,12,11,16,,74+2,74+2,74+2,78,79,79,79,78,80+2,80+2,80+2,77+2,75+2,75+2,75+2,77+2,64+2,62+2,62+2,62+2,64+2,61+2,52+2,52+2,52+2,61+2,21+2,https://cdn.sofifa.net/players/227/323/21_120.png
227391,/player/227391/stephanie-labbe/210002,21,2,2020-09-23,S. Labbé,Stephanie Lynn Marie Labbé,GK,80,80,,,33,1986-10-10,178,64,,,,,,,,,,,70,Canada,113000,GK,1,Right,2,1,2,Medium/Medium,Lean (170-185),No,,,"Rushes Out Of Goal, Comes For Crosses",,,,,,,18,17,18,23,20,15,20,12,18,25,44,42,41,79,54,55,59,39,42,15,23,18,16,16,31,23,15,20,12,80,77,73,78,83,43,30+2,30+2,30+2,27,28,28,28,27,26+2,26+2,26+2,27+2,25+2,25+2,25+2,27+2,28+2,26+2,26+2,26+2,28+2,28+2,25+2,25+2,25+2,28+2,79+1,https://cdn.sofifa.net/players/227/391/21_120.png
227392,/player/227392/ashley-lawrence/210002,21,2,2020-09-23,A. Lawrence,Ashley Elizabeth Marie Lawrence,"RB, CM, LB",80,83,,,25,1995-06-11,164,58,,,,,,,,,,,70,Canada,113000,RWB,10,Right,3,3,3,High/Low,Normal (170-),No,,,,83,70,83,79,75,75,86,62,70,84,64,79,77,72,78,80,86,80,73,84,85,79,72,80,71,76,80,81,81,85,79,82,74,75,68,14,10,11,9,14,,76+3,76+3,76+3,80,79,79,79,80,80+3,80+3,80+3,81+2,81+2,81+2,81+2,81+2,80+3,79+3,79+3,79+3,80+3,78+3,76+3,76+3,76+3,78+3,20+3,https://cdn.sofifa.net/players/227/392/21_120.png
232074,/player/232074/emily-sonnett/210002,21,2,2020-09-23,E. Sonnett,Emily Ann Sonnett,"RB, CB, CDM",80,82,,,26,1993-11-25,170,68,,,,,,,,,,,95,United States,113009,SUB,14,Right,2,3,1,Medium/High,Normal (170-),No,,,,76,59,75,72,78,78,70,46,68,80,59,72,66,65,76,74,77,75,57,84,86,74,68,88,72,67,81,79,69,74,64,64,81,75,81,14,8,12,12,10,,68+2,68+2,68+2,71,71,71,71,71,72+2,72+2,72+2,74+2,76+2,76+2,76+2,74+2,78+2,79+2,79+2,79+2,78+2,78+2,77+2,77+2,77+2,78+2,19+2,https://cdn.sofifa.net/players/232/074/21_120.png
232202,/player/232202/delphine-cascarino/210002,21,2,2020-09-23,D. Cascarino,Delphine Cascarino,"RM, RW",80,89,,,23,1997-02-05,165,57,,,,,,,,,,,18,France,113003,RAM,20,Right,2,4,2,High/Medium,Normal (170-),No,,"#Speedster, #Acrobat",Speed Dribbler (AI),94,71,71,85,27,54,79,78,34,80,70,85,46,37,66,85,95,93,93,65,94,63,48,67,54,67,39,31,75,67,54,74,28,24,20,14,16,12,15,11,,72+2,72+2,72+2,81,77,77,77,81,78+2,78+2,78+2,79+2,69+2,69+2,69+2,79+2,59+2,52+2,52+2,52+2,59+2,53+2,40+2,40+2,40+2,53+2,20+2,https://cdn.sofifa.net/players/232/202/21_120.png
233337,/player/233337/erin-nayler/210002,21,2,2020-09-23,E. Nayler,Erin Nicole Nayler,GK,80,82,,,28,1992-04-17,175,68,,,,,,,,,,,198,New Zealand,113258,GK,1,Right,3,1,2,Medium/Medium,Lean (170-185),No,,,,,,,,,,18,14,15,24,12,17,14,17,22,13,25,31,50,81,54,55,61,40,47,17,22,12,13,38,20,55,16,14,15,81,76,73,77,82,28,27+2,27+2,27+2,25,27,27,27,25,26+2,26+2,26+2,26+2,27+2,27+2,27+2,26+2,25+2,25+2,25+2,25+2,25+2,24+2,24+2,24+2,24+2,24+2,79+2,https://cdn.sofifa.net/players/233/337/21_120.png
233364,/player/233364/stina-blackstenius/210002,21,2,2020-09-23,S. Blackstenius,Emma Stina Blackstenius,ST,80,87,,,24,1996-02-05,174,72,,,,,,,,,,,46,Sweden,113008,ST,11,Right,3,4,2,High/Medium,Normal (170-185),No,,,,88,80,63,82,31,68,53,85,73,70,76,86,64,63,52,85,86,89,68,69,66,77,59,69,83,78,33,19,76,68,67,72,43,19,17,9,16,13,15,11,,80+2,80+2,80+2,78,79,79,79,78,76+2,76+2,76+2,75+2,66+2,66+2,66+2,75+2,53+2,50+2,50+2,50+2,53+2,50+2,45+2,45+2,45+2,50+2,19+2,https://cdn.sofifa.net/players/233/364/21_120.png
233755,/player/233755/stefanie-van-der-gragt/210002,21,2,2020-09-23,S. van der Gragt,Stefanie van der Gragt,CB,80,80,,,27,1992-08-16,178,70,,,,,,,,,,,34,Netherlands,113011,LCB,3,Left,3,2,2,Low/High,Normal (170-185),Yes,,#Strength,"Injury Prone, Power Header",62,53,66,56,81,84,60,50,84,72,30,54,54,36,73,63,54,68,46,72,44,70,74,70,91,54,88,73,34,65,46,74,81,82,87,7,9,15,13,15,,61+2,61+2,61+2,58,59,59,59,58,60+2,60+2,60+2,61+2,66+2,66+2,66+2,61+2,71+2,75+2,75+2,75+2,71+2,73+2,80,80,80,73+2,18+2,https://cdn.sofifa.net/players/233/755/21_120.png
233838,/player/233838/felicitas-rauch/210002,21,2,2020-09-23,F. Rauch,Felicitas Rauch,"LB, LM",80,87,,,24,1996-04-30,177,61,,,,,,,,,,,21,Germany,113004,SUB,28,Left,3,3,1,Medium/Medium,Normal (170-185),No,,,,83,51,65,74,78,71,75,41,70,76,41,70,52,60,53,76,84,83,80,77,84,69,78,82,65,48,70,79,69,50,73,64,77,80,78,17,15,16,13,9,,66+2,66+2,66+2,69,68,68,68,69,67+2,67+2,67+2,71+2,68+2,68+2,68+2,71+2,78+2,73+2,73+2,73+2,78+2,78+2,76+2,76+2,76+2,78+2,21+2,https://cdn.sofifa.net/players/233/838/21_120.png
236479,/player/236479/maria-pilar-leon-cebrian/210002,21,2,2020-09-23,Mapi León,María Pilar León Cebrián,"CB, LB",80,87,,,25,1995-06-13,169,61,,,,,,,,,,,45,Spain,113012,LCB,16,Left,3,2,2,High/Medium,Normal (170-),No,,,,72,39,69,64,82,72,80,35,77,80,20,52,54,71,53,80,73,72,70,79,70,44,63,68,72,42,79,83,54,53,55,62,80,84,85,12,8,11,14,12,,59+2,59+2,59+2,64,61,61,61,64,63+2,63+2,63+2,66+2,67+2,67+2,67+2,66+2,78+2,76+2,76+2,76+2,78+2,79+2,80+2,80+2,80+2,79+2,19+2,https://cdn.sofifa.net/players/236/479/21_120.png
238470,/player/238470/sara-doorsoun/210002,21,2,2020-09-23,S. Doorsoun,Sara Doorsoun-Khajeh,"CB, CDM, RM",80,81,,,28,1991-11-17,172,58,,,,,,,,,,,21,Germany,113004,RCB,23,Right,3,3,2,Medium/Medium,Lean (170-185),Yes,,,,79,66,74,77,82,76,74,64,75,78,56,77,62,47,77,79,76,82,70,80,78,68,80,81,71,71,80,78,69,74,54,77,83,84,84,11,15,12,13,8,,72+2,72+2,72+2,75,74,74,74,75,75+2,75+2,75+2,76+2,77+2,77+2,77+2,76+2,80+1,79+2,79+2,79+2,80+1,80+1,80+1,80+1,80+1,80+1,19+2,https://cdn.sofifa.net/players/238/470/21_120.png
240153,/player/240153/jessica-mcdonald/210002,21,2,2020-09-23,J. McDonald,Jessica McDonald,ST,80,80,,,32,1988-02-28,182,63,,,,,,,,,,,95,United States,113009,SUB,22,Right,3,4,2,High/Medium,Normal (170-185),No,,,Long Throw-in,81,81,71,79,45,74,71,82,76,73,72,81,74,73,64,79,80,82,67,77,76,83,71,75,79,80,59,60,80,70,86,74,32,40,39,8,12,12,8,15,,80,80,80,78,79,79,79,78,76+2,76+2,76+2,77+2,72+2,72+2,72+2,77+2,64+2,61+2,61+2,61+2,64+2,62+2,57+2,57+2,57+2,62+2,18+2,https://cdn.sofifa.net/players/240/153/21_120.png
245197,/player/245197/julia-barbara-ruiz-gomes/210002,21,2,2020-09-23,Julininha Ruiz,Júlia Bárbara Ruiz Gomes,GK,80,80,,,28,1992-02-29,171,65,,,,,,,,,,,54,Brazil,112999,GK,1,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,"Comes For Crosses, Saves with Feet",,,,,,,11,5,14,25,7,9,11,14,19,13,48,52,60,78,53,56,68,34,49,9,26,22,8,57,12,67,22,13,11,82,75,74,73,86,50,26+2,26+2,26+2,25,27,27,27,25,28+2,28+2,28+2,26+2,28+2,28+2,28+2,26+2,26+2,27+2,27+2,27+2,26+2,27+2,26+2,26+2,26+2,27+2,79+1,https://cdn.sofifa.net/players/245/197/21_120.png
245204,/player/245204/karen-isa-pombal-trigo/210002,21,2,2020-09-23,Karole Pombal,Karen Isa Pombal Trigo,"CAM, RM",80,80,,,28,1992-02-29,165,59,,,,,,,,,,,54,Brazil,112999,CAM,10,Right,4,4,1,Medium/Medium,Normal (170-),No,,#Dribbler,"Playmaker (AI), Team Player, Technical Dribbler (AI)",76,69,75,82,27,47,65,77,45,83,43,86,45,50,81,82,78,75,70,77,76,53,58,50,48,73,38,20,75,81,62,60,28,25,27,7,11,12,12,9,,70+2,70+2,70+2,78,78,78,78,78,80,80,80,77+2,73+2,73+2,73+2,77+2,54+2,53+2,53+2,53+2,54+2,50+2,40+2,40+2,40+2,50+2,17+2,https://cdn.sofifa.net/players/245/204/21_120.png
248715,/player/248715/marina-hegering/210002,21,2,2020-09-23,M. Hegering,Marina Hegering,CB,80,80,,,30,1990-04-17,170,59,,,,,,,,,,,21,Germany,113004,SUB,5,Right,3,2,2,High/Medium,Normal (170-),No,,,,71,35,52,66,82,78,32,33,83,69,37,63,29,30,66,70,67,75,66,82,64,42,86,72,83,29,73,76,49,41,38,82,81,86,83,12,14,7,12,11,,58+2,58+2,58+2,57,58,58,58,57,59+2,59+2,59+2,60+2,64+2,64+2,64+2,60+2,71+2,74+2,74+2,74+2,71+2,74+2,80,80,80,74+2,20+2,https://cdn.sofifa.net/players/248/715/21_120.png
226917,/player/226917/shanshan-wang/210002,21,2,2020-09-23,Wang Shanshan,王珊珊,"ST, LM, RM",79,79,,,30,1990-01-27,169,57,,,,,,,,,,,155,China PR,113001,RS,11,Left,4,4,2,Medium/Medium,Normal (170-),Yes,,,Team Player,82,77,76,79,70,73,77,84,85,76,68,79,73,75,73,81,84,81,77,80,70,74,72,71,75,70,71,69,77,76,71,83,64,72,69,15,15,16,9,10,,79,79,79,79,79,79,79,79,78+1,78+1,78+1,79,76+2,76+2,76+2,79,74+2,73+2,73+2,73+2,74+2,74+2,73+2,73+2,73+2,74+2,20+2,https://cdn.sofifa.net/players/226/917/21_120.png
226998,/player/226998/magdalena-eriksson/210002,21,2,2020-09-23,M. Eriksson,Magdalena Lilly Eriksson,"LB, CB",79,80,,,26,1993-09-08,172,66,,,,,,,,,,,46,Sweden,113008,LB,6,Left,3,2,3,Medium/Medium,Normal (170-185),No,,,,75,33,70,68,77,82,78,25,66,77,44,67,58,54,81,65,75,75,72,76,74,41,73,88,83,27,73,75,62,48,53,74,77,80,80,7,17,12,10,9,,57+3,57+3,57+3,63,60,60,60,63,62+3,62+3,62+3,68+3,68+3,68+3,68+3,68+3,77+3,76+3,76+3,76+3,77+3,77+3,76+3,76+3,76+3,77+3,18+3,https://cdn.sofifa.net/players/226/998/21_120.png
227104,/player/227104/ingrid-moe-wold/210002,21,2,2020-09-23,I. Wold,Ingrid Moe Wold,RB,79,79,,,30,1990-01-29,165,55,,,,,,,,,,,36,Norway,113007,RB,2,Right,3,3,2,High/Medium,Normal (170-),Yes,,#Speedster,Team Player,92,36,67,75,76,66,81,38,78,76,26,71,68,42,66,76,90,94,87,60,94,31,86,78,55,36,71,69,37,46,46,82,76,80,79,8,14,12,8,15,,56+2,56+2,56+2,66,60,60,60,66,63+2,63+2,63+2,69+2,64+2,64+2,64+2,69+2,77+2,71+2,71+2,71+2,77+2,77+2,74+2,74+2,74+2,77+2,17+2,https://cdn.sofifa.net/players/227/104/21_120.png
227113,/player/227113/emily-van-egmond/210002,21,2,2020-09-23,E. van Egmond,Emily Louise van Egmond,"CM, CAM, CF",79,80,,,26,1993-07-12,179,70,,,,,,,,,,,195,Australia,112998,RCM,10,Right,3,4,3,Medium/Low,Lean (170-185),Yes,,,"Long Passer (AI), Long Shot Taker (AI)",62,73,76,72,70,83,71,66,76,75,63,72,78,80,80,79,62,62,59,86,44,81,61,87,86,77,74,73,82,80,81,87,69,69,64,11,14,9,15,16,,75+3,75+3,75+3,73,76,76,76,73,76+3,76+3,76+3,75+3,78+2,78+2,78+2,75+3,73+3,76+3,76+3,76+3,73+3,72+3,73+3,73+3,73+3,72+3,22+3,https://cdn.sofifa.net/players/227/113/21_120.png
227115,/player/227115/katrina-gorry/210002,21,2,2020-09-23,K. Gorry,Katrina-Lee Gorry,"CM, CAM",79,79,,,27,1992-08-13,154,54,,,,,,,,,,,195,Australia,112998,SUB,19,Right,4,4,3,Medium/Medium,Normal (170-),Yes,,,Long Shot Taker (AI),75,71,76,81,65,59,64,67,31,79,62,78,74,78,73,82,80,71,86,79,94,76,66,68,42,77,86,69,80,84,61,81,72,68,59,15,17,10,7,15,,69+3,69+3,69+3,77,77,77,77,77,79,79,79,76+3,77+2,77+2,77+2,76+3,71+3,73+3,73+3,73+3,71+3,69+3,64+3,64+3,64+3,69+3,21+3,https://cdn.sofifa.net/players/227/115/21_120.png
227193,/player/227193/marta-corredera-rueda/210002,21,2,2020-09-23,Marta Corredera,Marta Corredera Rueda,"RB, RM, LB",79,79,,,28,1991-08-08,162,59,,,,,,,,,,,45,Spain,113012,RB,7,Right,3,4,2,High/Medium,Normal (170-),Yes,,,,81,71,74,77,75,62,76,71,76,74,69,77,71,72,68,77,80,81,77,74,76,71,60,77,65,70,37,75,76,78,71,73,76,73,74,7,17,15,17,8,,74+2,74+2,74+2,76,76,76,76,76,75+2,75+2,75+2,76+2,74+2,74+2,74+2,76+2,76+2,72+2,72+2,72+2,76+2,76+2,71+2,71+2,71+2,76+2,19+2,https://cdn.sofifa.net/players/227/193/21_120.png
227254,/player/227254/alex-greenwood/210002,21,2,2020-09-23,A. Greenwood,Alex Greenwood,LB,79,80,,,26,1993-09-07,168,62,,,,,,,,,,,14,England,113002,LB,3,Left,3,2,2,Medium/Medium,Normal (170-),Yes,,,,69,43,65,66,78,76,84,29,75,72,43,62,60,66,60,75,68,70,54,81,66,56,75,78,76,60,74,76,47,37,54,71,76,83,80,12,10,12,15,14,,59+2,59+2,59+2,62,60,60,60,62,60+2,60+2,60+2,65+2,65+2,65+2,65+2,65+2,77+2,74+2,74+2,74+2,77+2,77+2,77+2,77+2,77+2,77+2,20+2,https://cdn.sofifa.net/players/227/254/21_120.png
227381,/player/227381/janine-beckie/210002,21,2,2020-09-23,J. Beckie,Janine Elizabeth Beckie,"LM, RM",79,80,,,25,1994-08-20,173,63,,,,,,,,,,,70,Canada,113000,RCM,16,Right,3,3,2,High/Medium,Normal (170-185),No,,#Speedster,,90,74,71,77,22,61,77,77,64,73,68,77,72,58,73,76,91,89,78,77,84,69,71,73,65,70,34,20,86,65,67,70,17,15,17,8,10,10,7,13,,76+2,76+2,76+2,78,77,77,77,78,76+2,76+2,76+2,78+2,68+2,68+2,68+2,78+2,55+2,49+2,49+2,49+2,55+2,50+2,39+2,39+2,39+2,50+2,17+2,https://cdn.sofifa.net/players/227/381/21_120.png
227400,/player/227400/erin-mcleod/210002,21,2,2020-09-23,E. McLeod,Erin Katrina McLeod,GK,79,79,,,37,1983-02-26,173,73,,,,,,,,,,,70,Canada,113000,SUB,23,Right,2,1,3,Medium/Medium,Normal (170-185),Yes,,,,,,,,,,15,15,16,23,12,19,15,15,21,18,49,51,69,70,67,59,53,45,52,17,19,22,20,13,29,23,14,14,18,78,76,78,77,78,50,31+3,31+3,31+3,27,28,28,28,27,26+3,26+3,26+3,27+3,24+3,24+3,24+3,27+3,28+3,25+3,25+3,25+3,28+3,28+3,25+3,25+3,25+3,28+3,76+3,https://cdn.sofifa.net/players/227/400/21_120.png
